race_id,url,table_index,table_type,row_count,assigned_parser,detector_score
489615,https://ca.milesplit.com/meets/248288-cif-sac-joaquin-section-meet-finals-2016/results/489615/formatted/,1,individual,51,katie_fallback,
489615,https://ca.milesplit.com/meets/248288-cif-sac-joaquin-section-meet-finals-2016/results/489615/formatted/,2,team,6,katie_fallback,
489619,https://ca.milesplit.com/meets/248288-cif-sac-joaquin-section-meet-finals-2016/results/489619/formatted/,1,individual,49,katie_fallback,
489619,https://ca.milesplit.com/meets/248288-cif-sac-joaquin-section-meet-finals-2016/results/489619/formatted/,2,team,6,katie_fallback,
489621,https://ca.milesplit.com/meets/248288-cif-sac-joaquin-section-meet-finals-2016/results/489621/formatted/,1,individual,79,katie_fallback,
489621,https://ca.milesplit.com/meets/248288-cif-sac-joaquin-section-meet-finals-2016/results/489621/formatted/,2,team,10,katie_fallback,
489635,https://ca.milesplit.com/meets/248288-cif-sac-joaquin-section-meet-finals-2016/results/489635/formatted/,1,individual,51,katie_fallback,
489635,https://ca.milesplit.com/meets/248288-cif-sac-joaquin-section-meet-finals-2016/results/489635/formatted/,2,team,6,katie_fallback,
489649,https://ca.milesplit.com/meets/248288-cif-sac-joaquin-section-meet-finals-2016/results/489649/formatted/,1,individual,44,katie_fallback,
489649,https://ca.milesplit.com/meets/248288-cif-sac-joaquin-section-meet-finals-2016/results/489649/formatted/,2,team,6,katie_fallback,
489630,https://ca.milesplit.com/meets/248288-cif-sac-joaquin-section-meet-finals-2016/results/489630/formatted/,1,individual,79,katie_fallback,
489630,https://ca.milesplit.com/meets/248288-cif-sac-joaquin-section-meet-finals-2016/results/489630/formatted/,2,team,10,katie_fallback,
489636,https://ca.milesplit.com/meets/248288-cif-sac-joaquin-section-meet-finals-2016/results/489636/formatted/,1,individual,46,katie_fallback,
489636,https://ca.milesplit.com/meets/248288-cif-sac-joaquin-section-meet-finals-2016/results/489636/formatted/,2,team,5,katie_fallback,
489650,https://ca.milesplit.com/meets/248288-cif-sac-joaquin-section-meet-finals-2016/results/489650/formatted/,1,individual,47,katie_fallback,
489650,https://ca.milesplit.com/meets/248288-cif-sac-joaquin-section-meet-finals-2016/results/489650/formatted/,2,team,6,katie_fallback,
489628,https://ca.milesplit.com/meets/248288-cif-sac-joaquin-section-meet-finals-2016/results/489628/formatted/,1,individual,79,katie_fallback,
489628,https://ca.milesplit.com/meets/248288-cif-sac-joaquin-section-meet-finals-2016/results/489628/formatted/,2,team,10,katie_fallback,
489638,https://ca.milesplit.com/meets/248288-cif-sac-joaquin-section-meet-finals-2016/results/489638/formatted/,1,individual,12,katie_fallback,
489651,https://ca.milesplit.com/meets/248288-cif-sac-joaquin-section-meet-finals-2016/results/489651/formatted/,1,individual,17,katie_fallback,
489651,https://ca.milesplit.com/meets/248288-cif-sac-joaquin-section-meet-finals-2016/results/489651/formatted/,2,team,1,katie_fallback,
489629,https://ca.milesplit.com/meets/248288-cif-sac-joaquin-section-meet-finals-2016/results/489629/formatted/,1,individual,77,katie_fallback,
489629,https://ca.milesplit.com/meets/248288-cif-sac-joaquin-section-meet-finals-2016/results/489629/formatted/,2,team,10,katie_fallback,
489624,https://ca.milesplit.com/meets/248288-cif-sac-joaquin-section-meet-finals-2016/results/489624/formatted/,1,individual,96,katie_fallback,
489624,https://ca.milesplit.com/meets/248288-cif-sac-joaquin-section-meet-finals-2016/results/489624/formatted/,2,team,12,katie_fallback,
489616,https://ca.milesplit.com/meets/248288-cif-sac-joaquin-section-meet-finals-2016/results/489616/formatted/,1,individual,47,katie_fallback,
489616,https://ca.milesplit.com/meets/248288-cif-sac-joaquin-section-meet-finals-2016/results/489616/formatted/,2,team,6,katie_fallback,
489620,https://ca.milesplit.com/meets/248288-cif-sac-joaquin-section-meet-finals-2016/results/489620/formatted/,1,individual,76,katie_fallback,
489620,https://ca.milesplit.com/meets/248288-cif-sac-joaquin-section-meet-finals-2016/results/489620/formatted/,2,team,10,katie_fallback,
489617,https://ca.milesplit.com/meets/248288-cif-sac-joaquin-section-meet-finals-2016/results/489617/formatted/,1,individual,52,katie_fallback,
489617,https://ca.milesplit.com/meets/248288-cif-sac-joaquin-section-meet-finals-2016/results/489617/formatted/,2,team,6,katie_fallback,
489623,https://ca.milesplit.com/meets/248288-cif-sac-joaquin-section-meet-finals-2016/results/489623/formatted/,1,individual,2,katie_fallback,
489623,https://ca.milesplit.com/meets/248288-cif-sac-joaquin-section-meet-finals-2016/results/489623/formatted/,2,individual,72,katie_fallback,
489623,https://ca.milesplit.com/meets/248288-cif-sac-joaquin-section-meet-finals-2016/results/489623/formatted/,3,team,9,katie_fallback,
489639,https://ca.milesplit.com/meets/248288-cif-sac-joaquin-section-meet-finals-2016/results/489639/formatted/,1,individual,49,katie_fallback,
489639,https://ca.milesplit.com/meets/248288-cif-sac-joaquin-section-meet-finals-2016/results/489639/formatted/,2,team,6,katie_fallback,
489626,https://ca.milesplit.com/meets/248288-cif-sac-joaquin-section-meet-finals-2016/results/489626/formatted/,1,individual,77,katie_fallback,
489626,https://ca.milesplit.com/meets/248288-cif-sac-joaquin-section-meet-finals-2016/results/489626/formatted/,2,team,10,katie_fallback,
489640,https://ca.milesplit.com/meets/248288-cif-sac-joaquin-section-meet-finals-2016/results/489640/formatted/,1,individual,46,katie_fallback,
489640,https://ca.milesplit.com/meets/248288-cif-sac-joaquin-section-meet-finals-2016/results/489640/formatted/,2,team,6,katie_fallback,
489632,https://ca.milesplit.com/meets/248288-cif-sac-joaquin-section-meet-finals-2016/results/489632/formatted/,1,individual,75,katie_fallback,
489632,https://ca.milesplit.com/meets/248288-cif-sac-joaquin-section-meet-finals-2016/results/489632/formatted/,2,team,9,katie_fallback,
489648,https://ca.milesplit.com/meets/248288-cif-sac-joaquin-section-meet-finals-2016/results/489648/formatted/,,no_tables,0,katie_fallback,
489634,https://ca.milesplit.com/meets/248288-cif-sac-joaquin-section-meet-finals-2016/results/489634/formatted/,1,individual,66,katie_fallback,
489634,https://ca.milesplit.com/meets/248288-cif-sac-joaquin-section-meet-finals-2016/results/489634/formatted/,2,team,9,katie_fallback,
489625,https://ca.milesplit.com/meets/248288-cif-sac-joaquin-section-meet-finals-2016/results/489625/formatted/,1,individual,95,katie_fallback,
489625,https://ca.milesplit.com/meets/248288-cif-sac-joaquin-section-meet-finals-2016/results/489625/formatted/,2,team,11,katie_fallback,
489611,https://ca.milesplit.com/meets/257277-grossmont-conference-finals-2016/results/489611/formatted/,1,individual,160,katie_fallback,
489611,https://ca.milesplit.com/meets/257277-grossmont-conference-finals-2016/results/489611/formatted/,2,team,10,katie_fallback,
489610,https://ca.milesplit.com/meets/257277-grossmont-conference-finals-2016/results/489610/formatted/,1,individual,73,katie_fallback,
489610,https://ca.milesplit.com/meets/257277-grossmont-conference-finals-2016/results/489610/formatted/,2,team,9,katie_fallback,
489613,https://ca.milesplit.com/meets/257277-grossmont-conference-finals-2016/results/489613/formatted/,1,individual,111,katie_fallback,
489613,https://ca.milesplit.com/meets/257277-grossmont-conference-finals-2016/results/489613/formatted/,2,team,5,katie_fallback,
489612,https://ca.milesplit.com/meets/257277-grossmont-conference-finals-2016/results/489612/formatted/,1,individual,69,katie_fallback,
489612,https://ca.milesplit.com/meets/257277-grossmont-conference-finals-2016/results/489612/formatted/,2,team,9,katie_fallback,
479403,https://ca.milesplit.com/meets/254694-foothill-north-dual-meet-2016/results/479403/formatted/,1,individual,32,katie_fallback,
479403,https://ca.milesplit.com/meets/254694-foothill-north-dual-meet-2016/results/479403/formatted/,2,team,2,katie_fallback,
479408,https://ca.milesplit.com/meets/254694-foothill-north-dual-meet-2016/results/479408/formatted/,1,individual,39,katie_fallback,
479408,https://ca.milesplit.com/meets/254694-foothill-north-dual-meet-2016/results/479408/formatted/,2,team,2,katie_fallback,
479402,https://ca.milesplit.com/meets/254694-foothill-north-dual-meet-2016/results/479402/formatted/,1,individual,15,katie_fallback,
479402,https://ca.milesplit.com/meets/254694-foothill-north-dual-meet-2016/results/479402/formatted/,2,team,2,katie_fallback,
479404,https://ca.milesplit.com/meets/254694-foothill-north-dual-meet-2016/results/479404/formatted/,1,individual,16,katie_fallback,
479404,https://ca.milesplit.com/meets/254694-foothill-north-dual-meet-2016/results/479404/formatted/,2,team,2,katie_fallback,
479358,https://ca.milesplit.com/meets/254687-golden-league-cc-meet-2-2016/results/479358/formatted/,1,individual,110,katie_fallback,
479358,https://ca.milesplit.com/meets/254687-golden-league-cc-meet-2-2016/results/479358/formatted/,2,team,5,katie_fallback,
479360,https://ca.milesplit.com/meets/254687-golden-league-cc-meet-2-2016/results/479360/formatted/,1,individual,62,katie_fallback,
479360,https://ca.milesplit.com/meets/254687-golden-league-cc-meet-2-2016/results/479360/formatted/,2,team,4,katie_fallback,
479357,https://ca.milesplit.com/meets/254687-golden-league-cc-meet-2-2016/results/479357/formatted/,1,individual,50,katie_fallback,
479357,https://ca.milesplit.com/meets/254687-golden-league-cc-meet-2-2016/results/479357/formatted/,2,team,7,katie_fallback,
479359,https://ca.milesplit.com/meets/254687-golden-league-cc-meet-2-2016/results/479359/formatted/,1,individual,50,katie_fallback,
479359,https://ca.milesplit.com/meets/254687-golden-league-cc-meet-2-2016/results/479359/formatted/,2,team,7,katie_fallback,
477057,https://ca.milesplit.com/meets/248263-lake-casitas-twilight-invitational-2016/results/477057/formatted/,1,individual,238,katie_fallback,
477057,https://ca.milesplit.com/meets/248263-lake-casitas-twilight-invitational-2016/results/477057/formatted/,2,team,11,katie_fallback,
477058,https://ca.milesplit.com/meets/248263-lake-casitas-twilight-invitational-2016/results/477058/formatted/,1,individual,189,katie_fallback,
477058,https://ca.milesplit.com/meets/248263-lake-casitas-twilight-invitational-2016/results/477058/formatted/,2,team,12,katie_fallback,
477055,https://ca.milesplit.com/meets/248263-lake-casitas-twilight-invitational-2016/results/477055/formatted/,1,individual,210,katie_fallback,
477055,https://ca.milesplit.com/meets/248263-lake-casitas-twilight-invitational-2016/results/477055/formatted/,2,team,12,katie_fallback,
477056,https://ca.milesplit.com/meets/248263-lake-casitas-twilight-invitational-2016/results/477056/formatted/,1,individual,131,katie_fallback,
477056,https://ca.milesplit.com/meets/248263-lake-casitas-twilight-invitational-2016/results/477056/formatted/,2,team,12,katie_fallback,
479644,https://ca.milesplit.com/meets/254766-ihs-vs-central-and-ihs-vs-southwest-2016/results/479644/formatted/,1,individual,35,katie_fallback,
479644,https://ca.milesplit.com/meets/254766-ihs-vs-central-and-ihs-vs-southwest-2016/results/479644/formatted/,2,team,3,katie_fallback,
479645,https://ca.milesplit.com/meets/254766-ihs-vs-central-and-ihs-vs-southwest-2016/results/479645/formatted/,1,individual,32,katie_fallback,
479645,https://ca.milesplit.com/meets/254766-ihs-vs-central-and-ihs-vs-southwest-2016/results/479645/formatted/,2,team,3,katie_fallback,
479175,https://ca.milesplit.com/meets/254564-mtal-peninsula-meet-pacific-grove-2016/results/479175/formatted/,1,individual,44,katie_fallback,
479175,https://ca.milesplit.com/meets/254564-mtal-peninsula-meet-pacific-grove-2016/results/479175/formatted/,2,team,3,katie_fallback,
479175,https://ca.milesplit.com/meets/254564-mtal-peninsula-meet-pacific-grove-2016/results/479175/formatted/,3,individual,11,katie_fallback,
479175,https://ca.milesplit.com/meets/254564-mtal-peninsula-meet-pacific-grove-2016/results/479175/formatted/,4,team,1,katie_fallback,
479174,https://ca.milesplit.com/meets/254564-mtal-peninsula-meet-pacific-grove-2016/results/479174/formatted/,1,individual,21,katie_fallback,
479174,https://ca.milesplit.com/meets/254564-mtal-peninsula-meet-pacific-grove-2016/results/479174/formatted/,2,team,3,katie_fallback,
479174,https://ca.milesplit.com/meets/254564-mtal-peninsula-meet-pacific-grove-2016/results/479174/formatted/,3,individual,25,katie_fallback,
479174,https://ca.milesplit.com/meets/254564-mtal-peninsula-meet-pacific-grove-2016/results/479174/formatted/,4,team,3,katie_fallback,
479172,https://ca.milesplit.com/meets/254565-mtal-salinas-valley-meet-2016/results/479172/formatted/,1,individual,58,katie_fallback,
479172,https://ca.milesplit.com/meets/254565-mtal-salinas-valley-meet-2016/results/479172/formatted/,2,team,4,katie_fallback,
479172,https://ca.milesplit.com/meets/254565-mtal-salinas-valley-meet-2016/results/479172/formatted/,3,individual,23,katie_fallback,
479172,https://ca.milesplit.com/meets/254565-mtal-salinas-valley-meet-2016/results/479172/formatted/,4,team,2,katie_fallback,
479171,https://ca.milesplit.com/meets/254565-mtal-salinas-valley-meet-2016/results/479171/formatted/,1,individual,28,katie_fallback,
479171,https://ca.milesplit.com/meets/254565-mtal-salinas-valley-meet-2016/results/479171/formatted/,2,team,4,katie_fallback,
479171,https://ca.milesplit.com/meets/254565-mtal-salinas-valley-meet-2016/results/479171/formatted/,3,individual,27,katie_fallback,
479171,https://ca.milesplit.com/meets/254565-mtal-salinas-valley-meet-2016/results/479171/formatted/,4,team,4,katie_fallback,
479456,https://ca.milesplit.com/meets/254700-saintsolp-vs-la-jolla-vs-cathedral-catholic-2016/results/479456/formatted/,1,individual,35,katie_fallback,
479456,https://ca.milesplit.com/meets/254700-saintsolp-vs-la-jolla-vs-cathedral-catholic-2016/results/479456/formatted/,2,team,2,katie_fallback,
479459,https://ca.milesplit.com/meets/254700-saintsolp-vs-la-jolla-vs-cathedral-catholic-2016/results/479459/formatted/,1,individual,39,katie_fallback,
479459,https://ca.milesplit.com/meets/254700-saintsolp-vs-la-jolla-vs-cathedral-catholic-2016/results/479459/formatted/,2,team,2,katie_fallback,
479453,https://ca.milesplit.com/meets/254700-saintsolp-vs-la-jolla-vs-cathedral-catholic-2016/results/479453/formatted/,1,individual,24,katie_fallback,
479453,https://ca.milesplit.com/meets/254700-saintsolp-vs-la-jolla-vs-cathedral-catholic-2016/results/479453/formatted/,2,team,3,katie_fallback,
479458,https://ca.milesplit.com/meets/254700-saintsolp-vs-la-jolla-vs-cathedral-catholic-2016/results/479458/formatted/,1,individual,23,katie_fallback,
479458,https://ca.milesplit.com/meets/254700-saintsolp-vs-la-jolla-vs-cathedral-catholic-2016/results/479458/formatted/,2,team,2,katie_fallback,
477106,https://ca.milesplit.com/meets/254100-south-vs-mira-monte-2016/results/477106/formatted/,1,individual,47,katie_fallback,
477106,https://ca.milesplit.com/meets/254100-south-vs-mira-monte-2016/results/477106/formatted/,2,team,2,katie_fallback,
477108,https://ca.milesplit.com/meets/254100-south-vs-mira-monte-2016/results/477108/formatted/,1,individual,27,katie_fallback,
477108,https://ca.milesplit.com/meets/254100-south-vs-mira-monte-2016/results/477108/formatted/,2,team,2,katie_fallback,
477107,https://ca.milesplit.com/meets/254100-south-vs-mira-monte-2016/results/477107/formatted/,1,individual,14,katie_fallback,
477107,https://ca.milesplit.com/meets/254100-south-vs-mira-monte-2016/results/477107/formatted/,2,team,2,katie_fallback,
477109,https://ca.milesplit.com/meets/254100-south-vs-mira-monte-2016/results/477109/formatted/,1,individual,15,katie_fallback,
477109,https://ca.milesplit.com/meets/254100-south-vs-mira-monte-2016/results/477109/formatted/,2,team,2,katie_fallback,
477066,https://ca.milesplit.com/meets/254077-sunbelt-league-cluster-2-2016/results/477066/formatted/,1,individual,66,katie_fallback,
477066,https://ca.milesplit.com/meets/254077-sunbelt-league-cluster-2-2016/results/477066/formatted/,2,team,5,katie_fallback,
477068,https://ca.milesplit.com/meets/254077-sunbelt-league-cluster-2-2016/results/477068/formatted/,1,individual,59,katie_fallback,
477068,https://ca.milesplit.com/meets/254077-sunbelt-league-cluster-2-2016/results/477068/formatted/,2,team,5,katie_fallback,
477067,https://ca.milesplit.com/meets/254077-sunbelt-league-cluster-2-2016/results/477067/formatted/,1,individual,41,katie_fallback,
477067,https://ca.milesplit.com/meets/254077-sunbelt-league-cluster-2-2016/results/477067/formatted/,2,team,6,katie_fallback,
477069,https://ca.milesplit.com/meets/254077-sunbelt-league-cluster-2-2016/results/477069/formatted/,1,individual,41,katie_fallback,
477069,https://ca.milesplit.com/meets/254077-sunbelt-league-cluster-2-2016/results/477069/formatted/,2,team,6,katie_fallback,
477061,https://ca.milesplit.com/meets/254075-sunkist-league-meet-2016/results/477061/formatted/,,no_tables,0,katie_fallback,
477063,https://ca.milesplit.com/meets/254075-sunkist-league-meet-2016/results/477063/formatted/,1,individual,72,katie_fallback,
477063,https://ca.milesplit.com/meets/254075-sunkist-league-meet-2016/results/477063/formatted/,2,team,5,katie_fallback,
477062,https://ca.milesplit.com/meets/254075-sunkist-league-meet-2016/results/477062/formatted/,1,individual,42,katie_fallback,
477062,https://ca.milesplit.com/meets/254075-sunkist-league-meet-2016/results/477062/formatted/,2,team,6,katie_fallback,
477064,https://ca.milesplit.com/meets/254075-sunkist-league-meet-2016/results/477064/formatted/,1,individual,39,katie_fallback,
477064,https://ca.milesplit.com/meets/254075-sunkist-league-meet-2016/results/477064/formatted/,2,team,5,katie_fallback,
477044,https://ca.milesplit.com/meets/254073-vol-2-2016/results/477044/formatted/,1,individual,51,katie_fallback,
477044,https://ca.milesplit.com/meets/254073-vol-2-2016/results/477044/formatted/,2,team,5,katie_fallback,
477047,https://ca.milesplit.com/meets/254073-vol-2-2016/results/477047/formatted/,1,individual,42,katie_fallback,
477047,https://ca.milesplit.com/meets/254073-vol-2-2016/results/477047/formatted/,2,team,5,katie_fallback,
477045,https://ca.milesplit.com/meets/254073-vol-2-2016/results/477045/formatted/,1,individual,50,katie_fallback,
477045,https://ca.milesplit.com/meets/254073-vol-2-2016/results/477045/formatted/,2,team,5,katie_fallback,
477048,https://ca.milesplit.com/meets/254073-vol-2-2016/results/477048/formatted/,1,individual,27,katie_fallback,
477048,https://ca.milesplit.com/meets/254073-vol-2-2016/results/477048/formatted/,2,team,3,katie_fallback,
477046,https://ca.milesplit.com/meets/254073-vol-2-2016/results/477046/formatted/,1,individual,56,katie_fallback,
477046,https://ca.milesplit.com/meets/254073-vol-2-2016/results/477046/formatted/,2,team,8,katie_fallback,
477049,https://ca.milesplit.com/meets/254073-vol-2-2016/results/477049/formatted/,1,individual,47,katie_fallback,
477049,https://ca.milesplit.com/meets/254073-vol-2-2016/results/477049/formatted/,2,team,7,katie_fallback,
489413,https://ca.milesplit.com/meets/257263-swyl-league-championships-2016/results/489413/formatted/,1,individual,40,katie_fallback,
489413,https://ca.milesplit.com/meets/257263-swyl-league-championships-2016/results/489413/formatted/,2,team,6,katie_fallback,
489413,https://ca.milesplit.com/meets/257263-swyl-league-championships-2016/results/489413/formatted/,3,individual,24,katie_fallback,
489413,https://ca.milesplit.com/meets/257263-swyl-league-championships-2016/results/489413/formatted/,4,team,3,katie_fallback,
489412,https://ca.milesplit.com/meets/257263-swyl-league-championships-2016/results/489412/formatted/,1,individual,65,katie_fallback,
489412,https://ca.milesplit.com/meets/257263-swyl-league-championships-2016/results/489412/formatted/,2,team,6,katie_fallback,
489412,https://ca.milesplit.com/meets/257263-swyl-league-championships-2016/results/489412/formatted/,3,individual,37,katie_fallback,
